COMPTE_COMPTABLE;DATE_MVT;PIECE_COMPTABLE;MONTANT;SENS;LIBELLE_FACTURE;DATE_REGLEMENT;DATE_ECHEANCE;HICTSA;TYPE_COMPTE;ID_ECRITURE
4456300000;2019-01-01;30007;23.0;D;FACT;2021-03-01;2021-03-01;X;445;2648
4456300000;2019-01-01;30002;81.72;D;FACT;2021-03-01;2021-03-01;X;445;2649
4456300000;2019-01-01;30001;75.15;D;FACT;2021-03-01;2021-03-01;X;445;2650
4456300000;2019-01-01;30007;1.75;D;TVA;2021-03-01;2021-03-01;X;445;2651
4456300000;2019-01-01;30074;1438.83;D;FACT;2021-03-01;2021-03-01;X;445;2652
4456300000;2019-01-02;30013;423.68;D;FACT;2021-03-01;2021-03-01;X;445;2653
4456300000;2019-01-03;30014;9.26;D;FACT;2021-03-01;2021-03-01;X;445;2654
4456300000;2019-01-12;30028;45.44;D;FACT;2021-03-01;2021-03-01;X;445;2655
4456300000;2019-01-30;40046;473.0;D;FACT;2021-03-01;2021-03-01;X;445;2656
4456300000;2019-01-30;40045;74.2;D;FACT;2021-03-01;2021-03-01;X;445;2657
4456300000;2019-01-30;40067;80.15;D;FACT;2021-03-01;2021-03-01;X;445;2658
4456300000;2019-01-30;40068;12.94;D;FACT;2021-03-01;2021-03-01;X;445;2659
4456300000;2019-01-30;40066;7.33;D;FACT;2021-03-01;2021-03-01;X;445;2660
4456300000;2019-01-30;40065;43.6;D;FACT;2021-03-01;2021-03-01;X;445;2661
4456300000;2019-01-30;10;16120.0;C;TVA;2021-03-01;2021-03-01;X;445;2662
4456300000;2019-01-30;40073;23.0;D;FACT;2021-03-01;2021-03-01;X;445;2663
4456300000;2019-01-30;40008;5.36;D;NDF;2021-03-01;2021-03-01;X;445;2664
4456300000;2019-01-30;40008;8.88;D;NDF;2021-03-01;2021-03-01;X;445;2665
4456300000;2019-01-01;50045;23.0;D;FACT;2021-03-01;2021-03-01;X;445;2666
4456300000;2019-01-01;50044;23.0;D;FACT;2021-03-01;2021-03-01;X;445;2667
4456300000;2019-01-01;50014;1258.83;D;FACT;2021-03-01;2021-03-01;X;445;2668
4456300000;2019-01-01;50011;1.82;D;ELYC;2021-03-01;2021-03-01;X;445;2669
4456300000;2019-01-21;30050;77.7;D;FACT;2021-03-01;2021-03-01;X;445;2670
4456300000;2019-01-23;30022;47.0;D;FACT;2021-03-01;2021-03-01;X;445;2671
4456300000;2019-01-23;30025;54.94;D;FACT;2021-03-01;2021-03-01;X;445;2672
4456300000;2019-01-23;30026;148.0;D;FACT;2021-03-01;2021-03-01;X;445;2673
4456300000;2019-01-24;30042;246.6;D;FACT;2021-03-01;2021-03-01;X;445;2674
4456300000;2019-01-24;30040;103.88;D;FACT;2021-03-01;2021-03-01;X;445;2675
4456300000;2019-01-24;30045;17.11;D;FACT;2021-03-01;2021-03-01;X;445;2676
4456300000;2019-01-24;30021;130.86;D;FACT;2021-03-01;2021-03-01;X;445;2677
4456300000;2019-01-25;30051;5.68;D;FACT;2021-03-01;2021-03-01;X;445;2678
4456300000;2019-01-25;30044;52.22;D;FACT;2021-03-01;2021-03-01;X;445;2679
4456300000;2019-01-26;30066;85.2;D;FACT;2021-03-01;2021-03-01;X;445;2680
4456300000;2019-01-26;30068;929.2;D;FACT;2021-03-01;2021-03-01;X;445;2681
4456300000;2019-01-26;30067;881.4;D;FACT;2021-03-01;2021-03-01;X;445;2682
4456300000;2019-01-26;30023;1820.0;D;FACT;2021-03-01;2021-03-01;X;445;2683
4456300000;2019-01-26;30017;1455.6;D;FACT;2021-03-01;2021-03-01;X;445;2684
4456300000;2019-01-08;40013;204.4;D;FACT;2021-03-01;2021-03-01;X;445;2685
4456300000;2019-01-09;40034;47.41;D;FACT;2021-03-01;2021-03-01;X;445;2686
4456300000;2019-01-10;40015;24.2;D;FACTURE;2021-03-01;2021-03-01;X;445;2687
4456300000;2019-01-13;40012;30.84;D;FACT;2021-03-01;2021-03-01;X;445;2688
4456300000;2019-01-13;40021;56.31;D;FACT;2021-03-01;2021-03-01;X;445;2689
4456300000;2019-01-14;40037;104.4;D;FACT;2021-03-01;2021-03-01;X;445;2690
4456300000;2019-01-14;40008;5552.18;D;FACT;2021-03-01;2021-03-01;X;445;2691
4456300000;2019-01-14;40002;124.54;D;CARTE;2021-03-01;2021-03-01;X;445;2692
4456300000;2019-01-14;40002;11.25;D;CARTE;2021-03-01;2021-03-01;X;445;2693
4456300000;2019-01-14;40033;10.3;D;FACT;2021-03-01;2021-03-01;X;445;2694
4456300000;2019-01-15;40004;75.22;D;FACT;2021-03-01;2021-03-01;X;445;2695
4456300000;2019-01-15;40007;14.0;D;FACT;2021-03-01;2021-03-01;X;445;2696
4456300000;2019-01-16;40003;3.2;D;FACT;2021-03-01;2021-03-01;X;445;2697
4456300000;2019-01-16;40031;209.8;D;FACT;2021-03-01;2021-03-01;X;445;2698
4456300000;2019-01-16;40025;43.53;D;FACT;2021-03-01;2021-03-01;X;445;2699
4456300000;2019-01-30;30048;143.04;D;FACT;2021-03-01;2021-03-01;X;445;2700
4456300000;2019-01-16;40022;239.93;D;FACT;2021-03-01;2021-03-01;X;445;2701
4456300000;2019-01-17;40024;10.02;D;FACT;2021-03-01;2021-03-01;X;445;2702
4456300000;2019-01-17;40032;74.12;D;FACT;2021-03-01;2021-03-01;X;445;2703
4456300000;2019-01-17;40011;5.47;D;CB;2021-03-01;2021-03-01;X;445;2704
4456300000;2019-01-17;40012;6.05;D;CB;2021-03-01;2021-03-01;X;445;2705
4456300000;2019-01-17;40012;8.69;D;CB;2021-03-01;2021-03-01;X;445;2706
4456300000;2019-01-17;40012;8.84;D;CB;2021-03-01;2021-03-01;X;445;2707
4456300000;2019-01-17;40012;8.19;D;CB;2021-03-01;2021-03-01;X;445;2708
4456300000;2019-01-20;40023;16.67;D;FACT;2021-03-01;2021-03-01;X;445;2709
4456300000;2019-01-20;40026;131.41;D;FACT;2021-03-01;2021-03-01;X;445;2710
4456300000;2019-01-20;40029;1.19;C;AVOIR;2021-03-01;2021-03-01;X;445;2711
4456300000;2019-01-20;40027;88.19;D;FACT;2021-03-01;2021-03-01;X;445;2712
6160000000;2019-01-21;40010;230.0;D;FACT;2021-03-01;2021-03-01;X;616;2713
4456300000;2019-01-22;40003;6.0;D;NDF;2021-03-01;2021-03-01;X;445;2714
5120700000;2019-01-05;50008;261.2;C;NET;2018-01-31;2021-03-01;S;512;2715
5120700000;2019-01-05;50009;504.71;C;LOC;2018-01-31;2021-03-01;S;512;2716
5120700000;2019-01-05;50012;5000.0;D;VIREMENT;2018-01-31;2021-03-01;S;512;2717
5120700000;2019-01-06;50038;548.05;C;CHQ;2018-01-31;2021-03-01;S;512;2718
5120700000;2019-01-06;50039;236.42;C;CHQ;2018-01-31;2021-03-01;S;512;2719
5120700000;2019-01-06;50040;1298.65;C;CHQ;2018-01-31;2021-03-01;S;512;2720
5120700000;2019-01-06;50041;593.7;C;CHQ;2018-01-07;2021-03-01;S;512;2721
5120700000;2019-01-06;50042;11374.8;C;CHQ;2018-01-31;2021-03-01;S;512;2722
5120700000;2019-01-06;50043;394.8;C;CHQ;2018-01-31;2021-03-01;S;512;2723
5120700000;2019-01-06;50044;785.16;C;CHQ;2018-01-31;2021-03-01;S;512;2724
5120700000;2019-01-06;50045;2637.31;C;CHQ;2018-01-07;2021-03-01;S;512;2725
5120700000;2019-01-06;50046;272.64;C;CHQ;2018-01-31;2021-03-01;S;512;2726
5120700000;2019-01-06;50047;430.2;C;CHQ;2018-01-31;2021-03-01;S;512;2727
5120700000;2019-01-06;50048;163.62;C;CHQ;2018-01-31;2021-03-01;S;512;2728
5120700000;2019-01-06;50049;464.76;C;CHQ;2018-01-31;2021-03-01;S;512;2729
4111000190;2019-01-15;10019;732.0;D;FACT;2018-01-01;2019-01-15;S;411;2730
4111000190;2019-01-16;30008;732.0;C;VIRT;2018-01-01;2021-03-01;S;411;2731
4111000190;2019-01-24;30010;421.2;D;FACT;2018-01-01;2021-03-01;S;411;2732
4111000190;2019-01-02;40001;17252.15;D;FACT;2018-01-01;2019-01-03;S;411;2733
4111000190;2019-01-26;50012;421.2;C;RGLT;2018-01-01;2021-03-01;S;411;2734
4111000190;2019-01-01;60004;17252.15;C;RGLT;2018-01-01;2021-03-01;S;411;2735
4111000190;2019-01-22;70008;1272.0;D;FACT;2018-01-21;2021-03-01;S;411;2736
4111000190;2019-01-21;90006;1272.0;C;VIREMENT;2018-01-21;2021-03-01;S;411;2737
4111000200;2019-01-07;10004;2493.86;D;FACT;2018-01-17;2019-01-07;S;411;2738
5120300000;2019-01-10;900834;96.03;C;PLVT;2019-01-29;2021-03-01;S;512;2739
4111000200;2019-01-17;30021;8312.88;C;VIRT;2018-01-17;2021-03-01;S;411;2740
4111000200;2019-01-18;90008;3339.07;D;FACTURE;2018-01-30;2019-01-18;S;411;2741
4111000201;2019-01-01;90001;882.0;D;FACTURE;2018-01-24;2019-01-01;S;411;2742
4111000201;2019-01-02;90024;882.0;C;VIRT;2018-01-24;2021-03-01;S;411;2743
4111000201;2019-01-08;100006;864.0;D;FACTURE;2018-01-24;2019-01-08;S;411;2744
4111000260;2019-01-16;90010;1335.6;D;FACTURE;2019-01-27;2019-01-16;S;411;2745
4111000310;2019-01-01;10016;4102.8;D;SANCHEZ;2018-01-05;2021-03-01;S;411;2746
4111000310;2019-01-05;10015;4102.8;C;VIRT;2018-01-05;2021-03-01;S;411;2747
4111000310;2019-01-22;10023;4446.0;D;FACT;2018-01-07;2019-01-22;S;411;2748
4111000310;2019-01-11;20005;2782.8;D;FACT;2018-01-22;2019-01-12;S;411;2749
4111000310;2019-01-10;30004;2151.6;D;FACT;2018-01-25;2021-03-01;S;411;2750
4111000310;2019-01-07;40007;6926.4;D;FACT;2018-01-18;2019-01-08;S;411;2751
4111000310;2019-01-07;40037;4446.0;C;VIRT;2018-01-07;2021-03-01;S;411;2752
4111000310;2019-01-20;50002;1232.4;D;FACT;2018-01-18;2019-01-07;S;411;2753
4111000310;2019-01-22;40055;2782.8;C;VIRT;2018-01-22;2021-03-01;S;411;2754
4111000310;2019-01-07;50003;538.0;D;FACT;2018-01-24;2019-01-07;S;411;2755
4111000310;2019-01-07;50008;1784.4;D;FACT;2018-01-18;2019-01-07;S;411;2756
4111000310;2019-01-07;50006;680.0;D;FACT;2018-01-24;2019-01-07;S;411;2757
4111000310;2019-01-15;50007;2152.0;D;FACT;2018-01-24;2019-01-07;S;411;2758
4111000310;2019-01-15;50004;1594.0;D;FACT;2018-01-24;2019-01-07;S;411;2759
5120700000;2019-01-18;50084;41.9;C;PLVT;2018-01-31;2021-03-01;S;512;2760
5120700000;2019-01-20;50054;210.03;C;CHQ;2018-01-07;2021-03-01;S;512;2761
5120700000;2019-01-20;50052;600.0;C;CHQ;2018-01-07;2021-03-01;S;512;2762
5120700000;2019-01-20;50053;254.28;C;CHQ;2018-01-07;2021-03-01;S;512;2763
5120700000;2019-01-21;50055;45.0;C;CHQ;2018-01-31;2021-03-01;S;512;2764
5120700000;2019-01-21;50026;10920.0;C;BANQUE;2018-01-31;2021-03-01;S;512;2765
5120700000;2019-01-21;50025;387.31;C;PLVT;2018-01-31;2021-03-01;S;512;2766
5120700000;2019-01-25;50027;309.09;C;BOUYGUES;2018-01-31;2021-03-01;S;512;2767
5120700000;2019-01-25;50028;2151.6;D;RGLT;2018-01-31;2021-03-01;S;512;2768
5120700000;2019-01-26;50060;390.0;C;CHQ;2018-01-07;2021-03-01;S;512;2769
5120700000;2019-01-26;50061;1926.2;C;CHQ;2018-01-07;2021-03-01;S;512;2770
5120700000;2019-01-26;50062;186.0;C;CHQ;2018-01-07;2021-03-01;S;512;2771
5120700000;2019-01-26;50063;290.01;C;CHQ;2018-01-07;2021-03-01;S;512;2772
5120700000;2019-01-26;50064;858.24;C;CHQ;2018-01-07;2021-03-01;S;512;2773
5120700000;2019-01-26;50065;788.48;C;CHQ;2018-01-07;2021-03-01;S;512;2774
5120700000;2019-01-26;50066;396.22;C;CHQ;2018-01-07;2021-03-01;S;512;2775
5120700000;2019-01-26;50080;2770.56;C;CHQ;2018-01-07;2021-03-01;S;512;2776
5120700000;2019-01-26;50081;497.76;C;CHQ;2018-01-07;2021-03-01;S;512;2777
5120700000;2019-01-26;50067;205.2;C;CHQ;2018-01-07;2021-03-01;S;512;2778
5120700000;2019-01-26;50068;329.64;C;CHQ;2018-01-07;2021-03-01;S;512;2779
5120700000;2019-01-26;50069;313.31;C;CHQ;2018-01-07;2021-03-01;S;512;2780
5120700000;2019-01-26;50070;372.0;C;CHQ;2018-01-07;2021-03-01;S;512;2781
5120700000;2019-01-26;50071;282.0;C;CHQ;2018-01-07;2021-03-01;S;512;2782
5120700000;2019-01-26;50072;8733.6;C;CHQ;2018-01-07;2021-03-01;S;512;2783
5120700000;2019-01-26;50073;1439.58;C;CHQ;2018-01-07;2021-03-01;S;512;2784
5120700000;2019-01-26;50074;238.75;C;CHQ;2018-01-07;2021-03-01;S;512;2785
5120700000;2019-01-26;50075;61.8;C;CHQ;2018-01-07;2021-03-01;S;512;2786
5120700000;2019-01-26;50076;64.7;C;CHQ;2018-01-07;2021-03-01;S;512;2787
5120700000;2019-01-26;50077;267.48;C;CHQ;2018-01-07;2021-03-01;S;512;2788
5120700000;2019-01-26;50078;235.2;C;CHQ;2018-01-07;2021-03-01;S;512;2789
5120700000;2019-01-26;50056;24.58;C;CHQ;2018-01-07;2021-03-01;S;512;2790
5120700000;2019-01-26;50057;717.6;C;CHQ;2018-01-07;2021-03-01;S;512;2791
5120700000;2019-01-26;50058;64.9;C;CHQ;2018-01-07;2021-03-01;S;512;2792
5120700000;2019-01-26;50059;182.68;C;CHQ;2018-01-07;2021-03-01;S;512;2793
5120700000;2019-01-26;50079;140.47;C;CHQ;2018-01-07;2021-03-01;S;512;2794
5120700000;2019-01-27;50029;9.1;C;COTISATIONS;2018-01-31;2021-03-01;S;512;2795
5120700000;2019-01-27;50030;3.76;D;COTISATIONS;2018-01-31;2021-03-01;S;512;2796
5120700000;2019-01-27;50031;0.75;D;TVA;2018-01-31;2021-03-01;S;512;2797
5120700000;2019-01-27;50032;1.82;C;TVA;2018-01-31;2021-03-01;S;512;2798
5120700000;2019-01-28;50033;2426.09;D;RCHQ;2018-01-31;2021-03-01;S;512;2799
5120700000;2019-01-28;50034;1065.0;D;RGLT;2018-01-31;2021-03-01;S;512;2800
5120700000;2019-01-28;50035;2.3;C;FRAIS;2018-01-31;2021-03-01;S;512;2801
5120700000;2019-01-28;50036;7.49;C;FRAIS;2018-01-31;2021-03-01;S;512;2802
5120700000;2019-01-28;50082;178.04;C;CHQ;2018-01-07;2021-03-01;S;512;2803
5120700000;2019-01-28;50083;1787.34;C;CHQ;2018-01-07;2021-03-01;S;512;2804
5120700000;2019-01-29;50037;10340.0;D;VIRT;2018-01-31;2021-03-01;S;512;2805
5120700000;2019-01-31;30050;19573.5;C;Réglement;2018-01-31;2021-03-01;S;512;2806
5120700000;2019-01-31;30050;19573.5;D;BANQUE;2018-01-30;2021-03-01;S;512;2807
5120700000;2019-01-31;30050;19573.5;D;Réglement;2018-01-31;2021-03-01;S;512;2808
5120700000;2019-01-31;30050;19573.5;C;BANQUE;2018-01-30;2021-03-01;S;512;2809
6262000000;2019-01-11;90075;62.94;D;FACTURE;2021-03-01;2021-03-01;X;626;2810
4015000400;2019-01-11;90075;75.53;C;FACTURE;2018-01-21;2019-01-21;S;401;2811
4456300000;2019-01-11;90075;12.59;D;FACTURE;2021-03-01;2021-03-01;X;445;2812
4111000030;2019-01-10;120008;12600.0;D;FACTURE;2021-03-01;2019-01-10;X;411;2813
4457200000;2019-01-10;120008;2100.0;C;FACTURE;2021-03-01;2021-03-01;X;445;2814
4111000330;2019-01-11;120011;41317.2;D;FACTURE;2019-01-18;2019-01-11;S;411;2815
5120700000;2019-01-01;60035;2541.2;C;PLVT;2018-01-07;2021-03-01;S;512;2816
5120700000;2019-01-01;60036;10920.0;C;PLVT;2018-01-07;2021-03-01;S;512;2817
5120700000;2019-01-01;60037;276.0;C;VIRT;2018-01-07;2021-03-01;S;512;2818
5120700000;2019-01-01;60038;10.92;C;PLVT;2018-01-07;2021-03-01;S;512;2819
5120700000;2019-01-01;60001;576.0;C;CHQ;2018-01-07;2021-03-01;S;512;2820
5120700000;2019-01-01;60002;729.53;C;CHQ;2018-01-07;2021-03-01;S;512;2821
5120700000;2019-01-01;60003;2500.0;C;CHQ;2018-01-07;2021-03-01;S;512;2822
5120700000;2019-01-01;60077;36.0;C;PLVT;2018-01-07;2021-03-01;S;512;2823
5120700000;2019-01-02;60039;1.1;C;PLVT;2018-01-07;2021-03-01;S;512;2824
5120700000;2019-01-02;60080;14892.24;C;VIRT;2018-01-07;2021-03-01;S;512;2825
5120700000;2019-01-03;60082;1.1;C;PLVT;2018-01-07;2021-03-01;S;512;2826
5120700000;2019-01-05;60040;504.71;C;PLVT;2018-01-07;2021-03-01;S;512;2827
5120700000;2019-01-05;60042;251.46;C;PLVT;2018-01-07;2021-03-01;S;512;2828
5120700000;2019-01-05;60043;12.0;C;PLVT;2018-01-07;2021-03-01;S;512;2829
5120700000;2019-01-08;60041;1162.08;D;RGLT;2018-01-07;2021-03-01;S;512;2830
5120700000;2019-01-08;60078;39.91;C;PLVT;2018-01-07;2021-03-01;S;512;2831
5120700000;2019-01-09;60044;5164.0;D;VIRT;2018-01-07;2021-03-01;S;512;2832
5120700000;2019-01-10;60045;450.92;C;PLVT;2018-01-07;2021-03-01;S;512;2833
5120700000;2019-01-10;60046;901.34;D;RGLT;2018-01-07;2021-03-01;S;512;2834
5120700000;2019-01-11;60047;397.06;D;RGLT;2018-01-07;2021-03-01;S;512;2835
5120700000;2019-01-15;60048;864.1;C;PLVT;2018-01-07;2021-03-01;S;512;2836
5120700000;2019-01-15;60049;41.9;C;PLVT;2018-01-07;2021-03-01;S;512;2837
5120700000;2019-01-15;60050;392.18;C;PLVT;2018-01-07;2021-03-01;S;512;2838
5120700000;2019-01-15;60004;1258.8;C;CHQ;2018-01-07;2021-03-01;S;512;2839
5120700000;2019-01-15;60005;3067.92;C;CHQ;2018-01-07;2021-03-01;S;512;2840
5120700000;2019-01-15;60006;445.2;C;CHQ;2018-01-07;2021-03-01;S;512;2841
5120700000;2019-01-15;60007;414.0;C;CHQ;2018-01-07;2021-03-01;S;512;2842
5120700000;2019-01-15;60008;350.42;C;CHQ;2018-01-07;2021-03-01;S;512;2843
5120700000;2019-01-15;60009;2778.21;C;CHQ;2018-01-07;2021-03-01;S;512;2844
5120700000;2019-01-15;60010;138.0;C;CHQ;2018-01-07;2021-03-01;S;512;2845
5120700000;2019-01-15;60011;161.1;C;CHQ;2018-01-07;2021-03-01;S;512;2846
5120700000;2019-01-15;60019;5420.0;C;CHQ;2018-01-07;2021-03-01;S;512;2847
5120700000;2019-01-15;60020;560.93;C;CHQ;2018-01-07;2021-03-01;S;512;2848
5120700000;2019-01-15;60021;305.1;C;CHQ;2018-01-07;2021-03-01;S;512;2849
4111000320;2019-01-01;12001;364721.25;D;SPIE;2018-01-12;2021-03-01;S;411;2850
4111000320;2019-01-16;10019;364721.25;C;VIRT;2018-01-12;2021-03-01;S;411;2851
4111000320;2019-01-11;20004;583554.0;D;FACT;2018-01-12;2019-01-11;S;411;2852
4111000320;2019-01-04;30004;583554.0;C;VIRT;2018-01-12;2021-03-01;S;411;2853
4111000320;2019-01-30;30015;35374.0;D;FACT;2018-01-12;2019-01-30;S;411;2854
4111000320;2019-01-30;30016;9066.0;D;FACT;2018-01-12;2019-01-30;S;411;2855
4111000320;2019-01-30;30017;31469.6;D;FACT;2018-01-12;2019-01-30;S;411;2856
4111000320;2019-01-30;30018;4685.0;D;FACT;2018-01-12;2019-01-30;S;411;2857
4111000320;2019-01-30;30019;13005.0;D;FACT;2018-01-12;2019-01-30;S;411;2858
4111000320;2019-01-30;30020;9200.0;D;FACT;2018-01-12;2019-01-30;S;411;2859
4111000320;2019-01-12;50015;102799.6;C;RGLT;2018-01-12;2021-03-01;S;411;2860
4111000320;2019-01-25;60019;59059.25;D;FACT;2018-01-16;2019-01-25;S;411;2861
4111000320;2019-01-16;100033;59059.25;C;VIRMT;2018-01-16;2021-03-01;S;411;2862
4111000330;2019-01-17;30008;18552.0;D;FACT;2018-01-28;2021-03-01;S;411;2863
4111000330;2019-01-17;30007;22272.0;D;FACT;2018-01-28;2021-03-01;S;411;2864
4111001010;2019-01-01;12002;11664.0;D;ANDRITZ;2018-01-17;2021-03-01;S;411;2865
4111001010;2019-01-17;20010;11664.04;C;RGLT;2018-01-17;2021-03-01;S;411;2866
4111001010;2019-01-15;40012;6060.0;D;FACT;2018-01-19;2019-01-21;S;411;2867
4111001010;2019-01-21;40013;11400.0;D;FACT;2018-01-19;2019-01-21;S;411;2868
4111001010;2019-01-21;40014;9900.0;D;FACT;2018-01-19;2019-01-21;S;411;2869
4111001010;2019-01-19;60008;11400.0;C;RGLT;2018-01-19;2021-03-01;S;411;2870
4111001010;2019-01-19;60009;9900.0;C;RGLT;2018-01-19;2021-03-01;S;411;2871
4111001010;2019-01-19;60010;6060.0;C;RGLT;2018-01-19;2021-03-01;S;411;2872
4111001040;2019-01-22;70006;26843.44;D;FACT;2018-01-28;2019-01-07;S;411;2873
4111001140;2019-01-24;90011;3060.0;D;FA000134;2018-01-21;2019-01-24;S;411;2874
4180000000;2019-01-01;AUCUN;51570.0;D;FAE;2018-01-01;2021-03-01;S;418;2875
4180000000;2019-01-01;AUCUN;875.09;D;FAEAIR;2018-01-01;2021-03-01;S;418;2876
4210000000;2019-01-08;10032;1496.92;D;CHQ;2018-01-08;2021-03-01;S;421;2877
4210000000;2019-01-31;1;17274.43;C;SALAIRES;2018-01-04;2021-03-01;S;421;2878
4210000000;2019-01-03;20004;4778.67;D;VIRT;2018-01-04;2021-03-01;S;421;2879
4210000000;2019-01-31;80008;4846.09;D;VIRT;2018-01-31;2021-03-01;S;421;2880
4250700000;2019-01-09;20003;265.6;C;NDF;2018-01-08;2021-03-01;S;425;2881
4252500000;2019-01-05;10024;719.18;D;CHQ;2018-01-05;2021-03-01;S;425;2882
4310000000;2019-01-01;AUCUN;11179.45;C;SALAIRES;2018-01-26;2021-03-01;S;431;2883
4370600000;2019-01-31;80041;1230.63;C;SALAIRES;2021-03-01;2021-03-01;X;437;2884
4456300000;2019-01-28;10078;45.94;D;FACT;2021-03-01;2021-03-01;X;445;2885
4456300000;2019-01-13;20026;14.96;D;FACT;2021-03-01;2021-03-01;X;445;2886
4456300000;2019-01-04;30011;8.5;D;FACT;2021-03-01;2021-03-01;X;445;2887
4456300000;2019-01-26;30002;1.12;D;NDF;2021-03-01;2021-03-01;X;445;2888
4456300000;2019-01-27;30065;11.43;D;FACT;2021-03-01;2021-03-01;X;445;2889
4456300000;2019-01-27;30069;51.52;D;FACT;2021-03-01;2021-03-01;X;445;2890
4456300000;2019-01-27;30064;79.91;D;FACT;2021-03-01;2021-03-01;X;445;2891
4456300000;2019-01-27;30056;152.13;D;FACT;2021-03-01;2021-03-01;X;445;2892
4456300000;2019-01-28;30016;154.6;D;FACT;2021-03-01;2021-03-01;X;445;2893
4456300000;2019-01-30;30049;170.68;D;FACT;2021-03-01;2021-03-01;X;445;2894
4250700000;2019-01-10;20021;266.6;D;CHQ;2018-01-08;2021-03-01;S;425;2895
4250700000;2019-01-20;30010;1983.53;D;VIRT;2018-01-08;2021-03-01;S;425;2896
4250700000;2019-01-02;40010;1467.56;C;NDF;2018-01-08;2021-03-01;S;425;2897
4250700000;2019-01-07;40001;67.56;D;CHQ;2018-01-08;2021-03-01;S;425;2898
4250700000;2019-01-08;70001;78.56;C;NDF;2018-01-08;2021-03-01;S;425;2899
4250700000;2019-01-08;70039;78.56;D;CHQ;2018-01-08;2021-03-01;S;425;2900
4251400000;2019-01-01;39712;230.12;D;NDF;2018-01-28;2021-03-01;S;425;2901
4251400000;2019-01-01;AUCUN;230.12;C;NDF;2018-01-28;2021-03-01;S;425;2902
4251400000;2019-01-01;AUCUN;148.72;C;NDF;2018-01-28;2021-03-01;S;425;2903
4251400000;2019-01-20;20031;216.35;D;CHQ;2018-01-28;2021-03-01;S;425;2904
4251400000;2019-01-20;20002;67.63;C;NDF;2018-01-28;2021-03-01;S;425;2905
4251400000;2019-01-26;30002;645.26;C;NDF;2018-01-28;2021-03-01;S;425;2906
4251400000;2019-01-27;30032;1045.26;D;VIRT;2018-01-28;2021-03-01;S;425;2907
4251400000;2019-01-10;40007;401.28;C;NDF;2018-01-28;2021-03-01;S;425;2908
4251400000;2019-01-28;50001;176.76;C;NDF;2018-01-28;2021-03-01;S;425;2909
4251900000;2019-01-13;30037;572.62;D;CHQ;2018-01-29;2021-03-01;S;425;2910
4456300000;2019-01-05;30012;817.8;D;FACT;2021-03-01;2021-03-01;X;445;2911
4456300000;2019-01-05;30004;16.02;D;FACT;2021-03-01;2021-03-01;X;445;2912
4456300000;2019-01-06;30005;9.48;D;FACT;2021-03-01;2021-03-01;X;445;2913
4456300000;2019-01-06;30015;65.0;D;FACT;2021-03-01;2021-03-01;X;445;2914
4456300000;2019-01-09;30006;4.74;D;FACT;2021-03-01;2021-03-01;X;445;2915
4456300000;2019-01-09;30009;68.49;D;FACT;2021-03-01;2021-03-01;X;445;2916
4456300000;2019-01-10;30003;42.37;D;FACT;2021-03-01;2021-03-01;X;445;2917
4456300000;2019-01-11;30010;8.97;D;FACT;2021-03-01;2021-03-01;X;445;2918
4456300000;2019-01-11;30038;250.0;D;FACT;2021-03-01;2021-03-01;X;445;2919
4456300000;2019-01-11;30039;210.0;D;FACT;2021-03-01;2021-03-01;X;445;2920
4456300000;2019-01-12;30036;6.17;D;FACT;2021-03-01;2021-03-01;X;445;2921
4456300000;2019-01-12;30035;439.55;D;FACT;2021-03-01;2021-03-01;X;445;2922
4456300000;2019-01-12;30003;17.64;D;NDF;2021-03-01;2021-03-01;X;445;2923
4456300000;2019-01-12;30003;11.87;D;NDF;2021-03-01;2021-03-01;X;445;2924
4017854120;2019-01-30;900464;97.13;D;RELEVE;2021-03-01;2021-03-01;X;401;2925
4252500000;2019-01-07;40002;85.0;D;CHQ;2018-01-07;2021-03-01;S;425;2926
4252900000;2019-01-01;AUCUN;50.0;C;NDF;2018-01-29;2021-03-01;S;425;2927
4252900000;2019-01-01;39688;50.0;D;NDF;2018-01-29;2021-03-01;S;425;2928
4252900000;2019-01-01;AUCUN;50.0;C;NDF;2018-01-29;2021-03-01;S;425;2929
4252900000;2019-01-01;39691;50.0;D;NDF;2018-01-29;2021-03-01;S;425;2930
4252900000;2019-01-01;AUCUN;60.0;C;NDF;2018-01-29;2021-03-01;S;425;2931
4252900000;2019-01-01;39696;60.0;D;NDF;2018-01-29;2021-03-01;S;425;2932
4252900000;2019-01-01;AUCUN;50.0;C;NDF;2018-01-29;2021-03-01;S;425;2933
4252900000;2019-01-01;39701;50.0;D;NDF;2018-01-29;2021-03-01;S;425;2934
4252900000;2019-01-01;AUCUN;60.0;C;NDF;2018-01-29;2021-03-01;S;425;2935
4252900000;2019-01-01;39706;60.0;D;NDF;2018-01-29;2021-03-01;S;425;2936
4252900000;2019-01-01;39714;51.0;D;NDF;2018-01-29;2021-03-01;S;425;2937
4252900000;2019-01-01;AUCUN;51.0;C;NDF;2018-01-29;2021-03-01;S;425;2938
4252900000;2019-01-01;AUCUN;44.95;C;NDF;2018-01-29;2021-03-01;S;425;2939
4310000000;2019-01-01;AUCUN;11042.29;C;SALAIRES;2018-01-26;2021-03-01;S;431;2940
4310000000;2019-01-01;AUCUN;12886.09;C;SALAIRES;2018-01-26;2021-03-01;S;431;2941
